"","Case","Scen_8_1_a","Scen_15_1_a","Scen_38_1_a","Scen_56_1_a","Scen_79_1_a","Scen_8_3_a","Scen_15_3_a","Scen_38_3_a","Scen_56_3_a","Scen_79_3_a","Scen_8_5_a","Scen_15_5_a","Scen_38_5_a","Scen_56_5_a","Scen_79_5_a","Cases_continuous"
"863","86",0.57,0.774,0.989,0.995,1,0.057,0.218,0.761,0.948,0.994,0.003,0.027,0.425,0.727,0.949,86
"864","86",0.606,0.785,0.986,0.996,1,0.048,0.227,0.771,0.952,0.992,0,0.024,0.378,0.723,0.937,86
"865","86",0.542,0.805,0.992,0.999,1,0.066,0.216,0.781,0.956,0.992,0.002,0.026,0.394,0.715,0.93,86
"866","86",0.581,0.831,0.979,0.998,1,0.065,0.218,0.79,0.952,0.998,0.002,0.021,0.401,0.719,0.928,86
"867","86",0.591,0.817,0.981,1,0.998,0.049,0.212,0.785,0.954,0.991,0,0.029,0.394,0.735,0.933,86
"868","86",0.562,0.823,0.977,1,1,0.048,0.223,0.781,0.957,0.992,0.003,0.014,0.376,0.734,0.934,86
"869","86",0.558,0.809,0.992,0.995,1,0.053,0.221,0.792,0.96,0.989,0.001,0.017,0.387,0.743,0.94,86
"870","86",0.556,0.81,0.99,0.996,1,0.053,0.214,0.775,0.95,0.993,0.001,0.027,0.36,0.755,0.943,86
"871","87",0.566,0.831,0.984,0.997,1,0.059,0.219,0.774,0.95,0.998,0,0.03,0.386,0.734,0.933,87
"872","87",0.607,0.802,0.989,0.997,0.999,0.075,0.224,0.784,0.945,0.991,0.002,0.017,0.395,0.722,0.93,87
"873","87",0.597,0.787,0.98,0.999,1,0.066,0.225,0.778,0.95,0.99,0.002,0.023,0.389,0.726,0.94,87
"874","87",0.596,0.82,0.987,0.998,1,0.049,0.231,0.786,0.953,0.993,0.001,0.024,0.401,0.729,0.94,87
"875","87",0.603,0.823,0.979,0.995,1,0.056,0.221,0.804,0.943,0.991,0.002,0.02,0.406,0.724,0.935,87
"876","87",0.597,0.8,0.986,0.998,0.999,0.058,0.236,0.782,0.95,0.999,0.003,0.021,0.361,0.747,0.928,87
"877","87",0.587,0.815,0.989,0.998,1,0.074,0.203,0.752,0.934,0.995,0.005,0.022,0.369,0.722,0.95,87
"878","87",0.596,0.8,0.99,0.999,1,0.045,0.238,0.799,0.959,0.995,0.002,0.031,0.404,0.754,0.935,87
"879","87",0.608,0.801,0.989,0.998,1,0.055,0.22,0.778,0.951,0.997,0.001,0.029,0.388,0.738,0.94,87
"880","87",0.593,0.808,0.989,0.999,1,0.067,0.218,0.803,0.942,0.991,0,0.022,0.371,0.725,0.931,87
"881","88",0.594,0.821,0.985,0.999,1,0.053,0.212,0.785,0.951,0.993,0.001,0.024,0.416,0.757,0.953,88
"882","88",0.587,0.794,0.99,0.998,1,0.059,0.213,0.81,0.951,0.992,0.005,0.031,0.393,0.742,0.945,88
"883","88",0.594,0.815,0.982,0.998,1,0.06,0.223,0.784,0.948,0.994,0.001,0.021,0.401,0.771,0.943,88
"884","88",0.594,0.817,0.988,1,0.999,0.055,0.224,0.816,0.952,0.993,0.002,0.023,0.411,0.713,0.945,88
"885","88",0.574,0.801,0.981,0.997,1,0.059,0.229,0.803,0.947,0.993,0.001,0.031,0.394,0.751,0.934,88
"886","88",0.608,0.827,0.99,0.996,1,0.053,0.252,0.798,0.934,0.995,0.003,0.024,0.388,0.765,0.937,88
"887","88",0.607,0.79,0.987,1,1,0.06,0.231,0.771,0.963,0.995,0.001,0.028,0.415,0.735,0.954,88
"888","88",0.603,0.815,0.992,0.999,1,0.047,0.229,0.78,0.951,0.991,0,0.035,0.405,0.759,0.955,88
"889","88",0.585,0.802,0.987,1,1,0.053,0.223,0.813,0.946,0.992,0,0.02,0.42,0.733,0.945,88
"890","88",0.594,0.806,0.991,0.998,1,0.072,0.244,0.809,0.937,0.995,0.006,0.02,0.399,0.782,0.936,88
"891","89",0.578,0.828,0.983,0.999,1,0.066,0.222,0.803,0.961,0.995,0.003,0.021,0.415,0.733,0.94,89
"892","89",0.595,0.797,0.983,1,1,0.052,0.249,0.794,0.946,0.997,0.002,0.024,0.421,0.744,0.944,89
"893","89",0.577,0.828,0.983,0.999,1,0.057,0.222,0.784,0.951,0.995,0.002,0.026,0.409,0.756,0.959,89
"894","89",0.593,0.82,0.987,0.998,0.999,0.066,0.229,0.794,0.961,0.999,0.001,0.039,0.427,0.749,0.946,89
"895","89",0.593,0.82,0.982,1,1,0.059,0.243,0.808,0.96,0.994,0,0.022,0.408,0.768,0.954,89
"896","89",0.579,0.821,0.981,0.998,0.999,0.064,0.231,0.787,0.953,0.989,0.003,0.024,0.393,0.763,0.929,89
"897","89",0.589,0.81,0.985,0.998,1,0.056,0.239,0.778,0.945,0.991,0.003,0.023,0.442,0.763,0.945,89
"898","89",0.592,0.81,0.989,0.999,1,0.055,0.225,0.811,0.948,0.994,0.003,0.03,0.437,0.738,0.938,89
"899","89",0.597,0.834,0.991,0.999,1,0.06,0.251,0.809,0.947,0.995,0.001,0.028,0.426,0.751,0.947,89
"900","89",0.594,0.81,0.991,0.999,1,0.064,0.232,0.801,0.969,0.993,0.003,0.025,0.413,0.775,0.933,89
"901","90",0.589,0.82,0.982,0.998,1,0.068,0.223,0.83,0.958,0.996,0.001,0.029,0.428,0.776,0.943,90
"902","90",0.585,0.836,0.987,1,1,0.072,0.242,0.797,0.956,1,0.002,0.019,0.418,0.758,0.952,90
"903","90",0.634,0.81,0.992,0.999,1,0.067,0.232,0.802,0.949,0.993,0.001,0.024,0.439,0.747,0.958,90
"904","90",0.603,0.807,0.993,0.998,1,0.067,0.253,0.812,0.952,0.996,0.003,0.019,0.394,0.785,0.953,90
"905","90",0.589,0.827,0.989,0.999,1,0.059,0.24,0.788,0.953,0.993,0,0.03,0.455,0.769,0.948,90
"906","90",0.587,0.82,0.988,0.998,1,0.072,0.252,0.78,0.936,0.991,0.004,0.024,0.428,0.76,0.949,90
"907","90",0.577,0.831,0.985,1,1,0.062,0.252,0.808,0.96,0.995,0.002,0.028,0.413,0.762,0.952,90
"908","90",0.603,0.796,0.989,0.998,1,0.063,0.234,0.808,0.956,0.998,0.004,0.027,0.439,0.784,0.946,90
"909","90",0.605,0.771,0.989,0.998,1,0.077,0.246,0.793,0.964,0.993,0.002,0.017,0.419,0.777,0.94,90
"910","90",0.582,0.806,0.992,0.996,1,0.072,0.234,0.8,0.949,0.991,0.003,0.034,0.412,0.772,0.948,90
"911","91",0.587,0.822,0.986,1,1,0.068,0.237,0.803,0.958,0.993,0.003,0.03,0.42,0.765,0.956,91
"912","91",0.624,0.829,0.993,0.999,0.999,0.068,0.264,0.813,0.971,0.994,0.001,0.018,0.436,0.775,0.945,91
"913","91",0.584,0.816,0.991,0.999,1,0.065,0.235,0.845,0.957,0.998,0.001,0.029,0.447,0.72,0.958,91
"914","91",0.627,0.82,0.995,0.998,1,0.062,0.242,0.812,0.963,0.998,0.001,0.028,0.414,0.78,0.958,91
"915","91",0.605,0.838,0.984,0.999,1,0.061,0.241,0.802,0.951,0.996,0.001,0.028,0.444,0.76,0.963,91
"916","91",0.6,0.828,0.984,0.998,1,0.065,0.234,0.81,0.954,0.998,0.001,0.028,0.413,0.767,0.956,91
"917","91",0.619,0.834,0.989,0.999,0.999,0.058,0.261,0.831,0.956,0.996,0.002,0.026,0.446,0.779,0.952,91
"918","91",0.612,0.817,0.991,0.999,1,0.064,0.236,0.818,0.967,0.993,0.003,0.027,0.43,0.761,0.954,91
"919","91",0.608,0.827,0.988,0.999,1,0.048,0.242,0.809,0.961,0.996,0.004,0.03,0.459,0.771,0.956,91
"920","91",0.614,0.829,0.992,1,1,0.064,0.23,0.794,0.953,0.994,0.001,0.022,0.465,0.78,0.952,91
"921","92",0.612,0.818,0.987,0.999,1,0.079,0.25,0.832,0.967,0.993,0.002,0.035,0.426,0.766,0.972,92
"922","92",0.62,0.84,0.995,1,1,0.068,0.255,0.824,0.957,0.995,0,0.032,0.469,0.773,0.965,92
"923","92",0.603,0.825,0.993,0.999,1,0.063,0.247,0.807,0.956,0.992,0.001,0.035,0.439,0.776,0.944,92
"924","92",0.588,0.841,0.983,0.999,1,0.061,0.252,0.816,0.963,0.999,0.001,0.04,0.45,0.773,0.951,92
"925","92",0.625,0.809,0.985,0.997,1,0.064,0.251,0.821,0.965,1,0.002,0.038,0.456,0.764,0.953,92
"926","92",0.608,0.824,0.993,0.999,1,0.059,0.267,0.822,0.962,0.992,0.003,0.04,0.448,0.774,0.954,92
"927","92",0.622,0.84,0.994,0.998,1,0.068,0.25,0.825,0.954,0.997,0.002,0.038,0.447,0.774,0.945,92
"928","92",0.612,0.841,0.987,0.997,1,0.076,0.244,0.782,0.965,0.999,0.001,0.03,0.483,0.76,0.955,92
"929","92",0.588,0.846,0.987,1,1,0.06,0.247,0.801,0.956,0.994,0.003,0.042,0.452,0.789,0.964,92
"930","92",0.612,0.817,0.992,1,1,0.07,0.264,0.83,0.968,0.997,0.004,0.038,0.445,0.776,0.943,92
"931","93",0.598,0.821,0.986,1,1,0.075,0.231,0.819,0.962,0.994,0.002,0.029,0.444,0.801,0.957,93
"932","93",0.628,0.83,0.985,1,1,0.062,0.26,0.823,0.96,0.997,0.004,0.033,0.477,0.781,0.96,93
"933","93",0.621,0.839,0.992,1,1,0.069,0.252,0.843,0.955,0.995,0.002,0.037,0.465,0.783,0.956,93
"934","93",0.573,0.839,0.989,1,1,0.058,0.267,0.829,0.958,0.999,0.001,0.034,0.485,0.785,0.95,93
"935","93",0.59,0.83,0.993,0.999,1,0.07,0.254,0.844,0.971,0.998,0.004,0.025,0.448,0.77,0.964,93
"936","93",0.59,0.827,0.98,0.999,1,0.061,0.266,0.831,0.966,0.997,0.001,0.045,0.469,0.773,0.949,93
"937","93",0.62,0.832,0.987,0.999,1,0.07,0.245,0.813,0.953,0.995,0.001,0.026,0.455,0.77,0.953,93
"938","93",0.6,0.846,0.991,1,1,0.064,0.271,0.837,0.952,0.996,0,0.035,0.428,0.797,0.961,93
"939","93",0.645,0.823,0.988,0.998,0.999,0.066,0.247,0.819,0.956,0.991,0.001,0.028,0.432,0.769,0.95,93
"940","93",0.608,0.832,0.992,0.997,0.998,0.089,0.251,0.838,0.956,0.995,0.001,0.028,0.463,0.792,0.963,93
"941","94",0.621,0.837,0.989,1,1,0.076,0.252,0.817,0.961,0.996,0.002,0.038,0.453,0.794,0.958,94
"942","94",0.618,0.827,0.991,0.999,1,0.076,0.278,0.817,0.96,0.995,0.003,0.04,0.475,0.802,0.969,94
"943","94",0.599,0.832,0.988,0.998,1,0.074,0.222,0.834,0.961,0.998,0.002,0.024,0.462,0.796,0.957,94
"944","94",0.597,0.868,0.991,0.998,1,0.061,0.259,0.833,0.965,0.995,0.005,0.041,0.457,0.785,0.96,94
"945","94",0.611,0.847,0.994,1,1,0.082,0.281,0.826,0.956,0.996,0.004,0.03,0.454,0.798,0.96,94
"946","94",0.605,0.849,0.992,1,1,0.061,0.28,0.832,0.965,0.997,0,0.036,0.466,0.775,0.971,94
"947","94",0.641,0.827,0.993,1,1,0.061,0.248,0.83,0.966,0.994,0.006,0.039,0.465,0.796,0.964,94
"948","94",0.601,0.814,0.985,0.999,1,0.06,0.233,0.837,0.96,0.999,0.004,0.026,0.455,0.761,0.973,94
"949","94",0.615,0.832,0.987,1,1,0.063,0.256,0.853,0.964,0.994,0.002,0.036,0.481,0.783,0.958,94
"950","94",0.602,0.848,0.985,0.999,1,0.065,0.265,0.812,0.968,0.997,0.002,0.03,0.471,0.77,0.944,94
"951","95",0.613,0.821,0.991,1,1,0.065,0.275,0.86,0.963,0.995,0.001,0.036,0.481,0.799,0.964,95
"952","95",0.611,0.81,0.992,0.999,1,0.071,0.263,0.84,0.966,0.999,0.003,0.032,0.46,0.796,0.969,95
"953","95",0.597,0.847,0.989,0.999,1,0.067,0.268,0.817,0.969,0.998,0.002,0.029,0.476,0.783,0.972,95
"954","95",0.62,0.846,0.986,1,1,0.07,0.279,0.838,0.957,0.997,0.005,0.024,0.474,0.784,0.96,95
"955","95",0.613,0.835,0.989,0.999,1,0.061,0.261,0.847,0.957,0.997,0,0.04,0.459,0.81,0.968,95
"956","95",0.618,0.848,0.99,0.999,1,0.057,0.274,0.846,0.969,0.995,0.006,0.035,0.477,0.818,0.968,95
"957","95",0.61,0.846,0.986,1,1,0.079,0.257,0.835,0.958,0.994,0.005,0.046,0.431,0.806,0.97,95
"958","95",0.629,0.821,0.988,0.999,1,0.064,0.256,0.833,0.964,0.996,0.001,0.025,0.484,0.829,0.96,95
"959","95",0.614,0.844,0.99,0.999,1,0.096,0.248,0.821,0.967,0.995,0.001,0.043,0.474,0.805,0.96,95
"960","95",0.607,0.833,0.985,1,1,0.06,0.278,0.832,0.964,0.999,0.002,0.028,0.469,0.804,0.955,95
"961","96",0.616,0.842,0.993,0.999,1,0.068,0.277,0.849,0.967,0.998,0.002,0.03,0.475,0.83,0.955,96
"962","96",0.606,0.837,0.993,0.998,1,0.091,0.27,0.838,0.972,0.998,0,0.037,0.487,0.811,0.965,96
"963","96",0.625,0.818,0.987,0.999,1,0.069,0.27,0.844,0.964,0.995,0.005,0.045,0.475,0.8,0.963,96
"964","96",0.611,0.843,0.99,0.997,1,0.053,0.281,0.852,0.966,0.999,0.003,0.03,0.46,0.82,0.96,96
"965","96",0.602,0.839,0.988,1,1,0.069,0.26,0.841,0.973,0.996,0.001,0.027,0.482,0.811,0.95,96
"966","96",0.622,0.821,0.996,0.998,1,0.087,0.236,0.854,0.967,0.995,0.004,0.045,0.492,0.811,0.982,96
"967","96",0.635,0.845,0.989,0.998,1,0.056,0.249,0.871,0.968,0.997,0.002,0.032,0.475,0.816,0.962,96
"968","96",0.642,0.83,0.987,0.998,1,0.074,0.274,0.833,0.976,0.996,0.002,0.032,0.486,0.812,0.972,96
"969","96",0.614,0.836,0.989,0.999,1,0.076,0.247,0.821,0.972,1,0.001,0.035,0.494,0.815,0.968,96
"970","96",0.656,0.838,0.992,0.999,1,0.069,0.255,0.846,0.971,0.996,0.002,0.033,0.473,0.808,0.959,96
"971","97",0.653,0.841,0.983,0.999,1,0.068,0.28,0.849,0.966,0.998,0.005,0.04,0.503,0.813,0.966,97
"972","97",0.618,0.857,0.99,1,1,0.058,0.266,0.843,0.963,0.997,0.001,0.039,0.481,0.823,0.981,97
"973","97",0.621,0.836,0.994,1,1,0.089,0.278,0.848,0.966,0.998,0.003,0.034,0.473,0.819,0.968,97
"974","97",0.596,0.833,0.99,1,1,0.079,0.271,0.831,0.967,0.999,0.004,0.034,0.488,0.82,0.978,97
"975","97",0.628,0.855,0.991,1,1,0.087,0.292,0.829,0.971,0.998,0.001,0.037,0.498,0.819,0.963,97
"976","97",0.623,0.835,0.987,1,1,0.075,0.292,0.827,0.976,0.995,0.001,0.031,0.5,0.807,0.962,97
"977","97",0.634,0.834,0.993,0.999,1,0.07,0.245,0.841,0.971,0.999,0.007,0.036,0.481,0.816,0.968,97
"978","97",0.603,0.832,0.988,0.998,1,0.06,0.264,0.848,0.968,0.995,0.006,0.035,0.499,0.824,0.966,97
"979","97",0.643,0.838,0.99,1,1,0.058,0.266,0.843,0.977,0.998,0.004,0.041,0.518,0.826,0.965,97
"980","97",0.614,0.838,0.987,1,1,0.066,0.27,0.828,0.971,0.998,0.002,0.032,0.465,0.824,0.971,97
"981","98",0.614,0.85,0.991,1,1,0.079,0.286,0.858,0.978,0.997,0.004,0.042,0.516,0.81,0.972,98
"982","98",0.613,0.839,0.987,1,1,0.071,0.27,0.838,0.968,0.997,0.002,0.045,0.5,0.823,0.959,98
"983","98",0.64,0.829,0.99,0.997,0.999,0.07,0.276,0.84,0.968,0.997,0.002,0.027,0.521,0.816,0.964,98
"984","98",0.613,0.848,0.995,0.999,1,0.076,0.264,0.865,0.971,0.995,0.003,0.037,0.502,0.842,0.978,98
"985","98",0.625,0.86,0.987,0.996,1,0.091,0.267,0.842,0.974,0.999,0.002,0.027,0.533,0.836,0.982,98
"986","98",0.621,0.852,0.995,0.999,1,0.066,0.277,0.844,0.973,0.995,0.002,0.038,0.477,0.812,0.976,98
"987","98",0.627,0.843,0.99,0.999,1,0.08,0.258,0.849,0.971,1,0.002,0.043,0.5,0.811,0.971,98
"988","98",0.601,0.857,0.991,0.997,1,0.072,0.289,0.858,0.971,0.999,0.003,0.045,0.509,0.829,0.97,98
"989","98",0.634,0.863,0.99,0.999,1,0.074,0.261,0.866,0.964,0.997,0.002,0.028,0.473,0.813,0.971,98
"990","98",0.625,0.847,0.993,1,1,0.087,0.303,0.852,0.973,0.997,0.005,0.043,0.473,0.842,0.967,98
"991","99",0.613,0.867,0.986,1,1,0.063,0.278,0.861,0.97,0.998,0.011,0.038,0.523,0.825,0.969,99
"992","99",0.609,0.835,0.992,1,1,0.084,0.28,0.836,0.981,0.998,0.001,0.041,0.552,0.841,0.959,99
"993","99",0.627,0.836,0.991,0.999,1,0.075,0.262,0.839,0.983,0.997,0.002,0.04,0.52,0.85,0.973,99
"994","99",0.645,0.866,0.994,1,1,0.062,0.292,0.86,0.962,0.996,0.001,0.037,0.492,0.819,0.978,99
"995","99",0.637,0.846,0.992,0.996,1,0.078,0.287,0.856,0.969,0.999,0.003,0.044,0.512,0.822,0.975,99
"996","99",0.614,0.848,0.995,0.999,1,0.069,0.268,0.848,0.971,0.997,0.003,0.031,0.505,0.834,0.976,99
"997","99",0.622,0.843,0.991,1,1,0.085,0.282,0.859,0.97,0.998,0.003,0.037,0.523,0.82,0.974,99
"998","99",0.616,0.831,0.995,1,1,0.082,0.256,0.868,0.967,0.999,0.001,0.05,0.511,0.815,0.977,99
"999","99",0.642,0.849,0.99,1,1,0.078,0.324,0.871,0.978,1,0.004,0.048,0.507,0.817,0.973,99
"1000","99",0.629,0.854,0.984,1,1,0.075,0.314,0.865,0.973,0.998,0.006,0.039,0.484,0.84,0.974,99
"1001","100",0.644,0.85,0.991,0.998,1,0.089,0.278,0.857,0.978,0.997,0.005,0.046,0.491,0.831,0.978,100
"1002","100",0.624,0.862,0.992,1,1,0.085,0.275,0.853,0.97,0.997,0.004,0.05,0.518,0.848,0.976,100
"1003","100",0.622,0.863,0.988,0.999,1,0.074,0.273,0.842,0.964,0.997,0.001,0.046,0.523,0.844,0.977,100
"1004","100",0.615,0.856,0.993,1,1,0.076,0.296,0.858,0.977,1,0.006,0.026,0.489,0.841,0.97,100
"1005","100",0.621,0.846,0.992,0.999,1,0.079,0.28,0.862,0.973,0.999,0,0.031,0.518,0.819,0.977,100
"1006","100",0.653,0.843,0.994,0.999,1,0.08,0.304,0.883,0.971,0.998,0.001,0.044,0.513,0.827,0.974,100
"1007","100",0.636,0.855,0.993,1,1,0.065,0.281,0.883,0.981,0.998,0.003,0.039,0.524,0.844,0.978,100
"1008","100",0.615,0.841,0.996,1,1,0.074,0.291,0.848,0.976,0.998,0.007,0.045,0.489,0.829,0.982,100
"1009","100",0.627,0.855,0.994,1,1,0.07,0.295,0.879,0.978,0.999,0.004,0.031,0.499,0.825,0.987,100
"1010","100",0.645,0.823,0.995,1,1,0.084,0.281,0.848,0.975,0.998,0.006,0.043,0.516,0.821,0.977,100
"1011","101",0.656,0.859,0.993,0.997,1,0.085,0.287,0.883,0.973,0.997,0.003,0.031,0.534,0.835,0.978,101
"1012","101",0.659,0.856,0.99,0.998,1,0.074,0.292,0.859,0.97,0.999,0.001,0.058,0.525,0.857,0.978,101
"1013","101",0.63,0.865,0.994,0.999,1,0.079,0.288,0.879,0.973,0.997,0.002,0.043,0.525,0.83,0.981,101
"1014","101",0.631,0.869,0.993,0.999,1,0.092,0.271,0.863,0.969,0.999,0.001,0.042,0.512,0.854,0.976,101
"1015","101",0.644,0.854,0.989,1,1,0.077,0.288,0.869,0.984,0.997,0.005,0.038,0.554,0.841,0.971,101
"1016","101",0.656,0.855,0.996,1,1,0.085,0.291,0.861,0.981,0.999,0.005,0.04,0.534,0.85,0.98,101
"1017","101",0.611,0.867,0.994,0.999,1,0.086,0.269,0.853,0.977,0.997,0.003,0.049,0.514,0.87,0.984,101
"1018","101",0.653,0.856,0.99,1,1,0.088,0.258,0.888,0.986,0.997,0.003,0.041,0.528,0.859,0.978,101
"1019","101",0.612,0.846,0.993,1,1,0.078,0.264,0.857,0.974,0.999,0.001,0.05,0.498,0.849,0.98,101
"1020","101",0.646,0.859,0.995,1,1,0.087,0.27,0.874,0.979,0.996,0.002,0.039,0.532,0.837,0.976,101
"1021","102",0.633,0.822,0.993,1,1,0.095,0.318,0.876,0.973,0.995,0.004,0.049,0.505,0.853,0.975,102
"1022","102",0.611,0.854,0.995,0.999,1,0.088,0.311,0.851,0.978,0.998,0.004,0.045,0.522,0.872,0.983,102
"1023","102",0.652,0.834,0.989,0.999,1,0.076,0.342,0.871,0.975,0.998,0.001,0.039,0.534,0.856,0.973,102
"1024","102",0.63,0.838,0.99,1,1,0.087,0.28,0.859,0.983,0.999,0.003,0.047,0.539,0.858,0.976,102
"1025","102",0.634,0.866,0.991,1,1,0.067,0.294,0.873,0.982,0.994,0.004,0.036,0.545,0.843,0.977,102
"1026","102",0.638,0.849,0.996,1,1,0.09,0.277,0.864,0.981,0.999,0.004,0.046,0.548,0.846,0.984,102
"1027","102",0.646,0.861,0.994,1,1,0.086,0.304,0.876,0.976,0.998,0.002,0.031,0.526,0.849,0.981,102
"1028","102",0.653,0.863,0.996,1,1,0.101,0.295,0.864,0.988,0.996,0.002,0.044,0.511,0.86,0.976,102
"1029","102",0.665,0.853,0.996,0.999,1,0.104,0.297,0.846,0.977,0.998,0,0.042,0.57,0.855,0.977,102
"1030","102",0.643,0.849,0.992,1,1,0.102,0.322,0.859,0.977,0.999,0.005,0.046,0.533,0.84,0.977,102
"1031","103",0.667,0.859,0.995,0.998,1,0.087,0.291,0.878,0.982,1,0.004,0.042,0.534,0.844,0.977,103
"1032","103",0.645,0.86,0.991,1,1,0.083,0.319,0.897,0.976,0.997,0.005,0.051,0.533,0.839,0.979,103
"1033","103",0.653,0.859,0.995,1,1,0.085,0.309,0.878,0.983,0.999,0.003,0.047,0.533,0.846,0.978,103
"1034","103",0.641,0.858,0.996,0.999,1,0.074,0.289,0.864,0.978,0.999,0.002,0.036,0.523,0.863,0.975,103
"1035","103",0.614,0.867,0.995,0.999,1,0.092,0.344,0.868,0.974,0.997,0.006,0.058,0.533,0.86,0.982,103
"1036","103",0.621,0.854,0.995,1,1,0.093,0.288,0.864,0.975,0.998,0.005,0.048,0.512,0.841,0.974,103
"1037","103",0.653,0.847,0.997,1,1,0.073,0.297,0.868,0.974,0.998,0.003,0.046,0.521,0.872,0.974,103
"1038","103",0.64,0.849,0.995,0.999,1,0.09,0.299,0.884,0.98,0.998,0.002,0.043,0.528,0.856,0.976,103
"1039","103",0.624,0.841,0.996,1,1,0.09,0.305,0.882,0.974,0.994,0.005,0.036,0.55,0.865,0.984,103
"1040","103",0.658,0.853,0.995,1,1,0.089,0.334,0.88,0.981,0.999,0.007,0.049,0.507,0.838,0.975,103
"1041","104",0.628,0.861,0.994,1,1,0.085,0.325,0.861,0.974,0.999,0.003,0.054,0.569,0.857,0.987,104
"1042","104",0.648,0.859,0.993,1,1,0.097,0.309,0.874,0.979,0.998,0.002,0.05,0.566,0.858,0.98,104
"1043","104",0.658,0.88,0.992,0.999,1,0.105,0.292,0.892,0.988,0.996,0.001,0.04,0.563,0.852,0.979,104
"1044","104",0.633,0.842,0.995,1,1,0.086,0.323,0.882,0.974,0.997,0.008,0.043,0.55,0.835,0.979,104
"1045","104",0.629,0.866,0.992,1,1,0.07,0.319,0.875,0.979,1,0.003,0.047,0.555,0.867,0.974,104
"1046","104",0.664,0.854,0.997,0.999,1,0.095,0.318,0.866,0.98,1,0.005,0.044,0.552,0.886,0.988,104
"1047","104",0.624,0.861,0.998,0.999,1,0.076,0.338,0.863,0.988,0.998,0.005,0.037,0.546,0.876,0.986,104
"1048","104",0.631,0.864,0.994,1,1,0.091,0.351,0.876,0.989,0.997,0.005,0.043,0.549,0.865,0.973,104
"1049","104",0.632,0.857,0.994,0.998,1,0.078,0.32,0.867,0.975,0.998,0.008,0.046,0.597,0.86,0.978,104
"1050","104",0.653,0.861,0.992,1,1,0.08,0.306,0.892,0.986,0.998,0.004,0.05,0.542,0.862,0.975,104
"1051","105",0.661,0.873,0.991,1,1,0.085,0.333,0.881,0.978,0.998,0.006,0.053,0.586,0.86,0.984,105
"1052","105",0.633,0.842,0.995,1,1,0.089,0.288,0.873,0.988,0.997,0.006,0.036,0.603,0.866,0.989,105
"1053","105",0.681,0.867,0.998,1,1,0.09,0.31,0.876,0.983,1,0.001,0.04,0.585,0.852,0.986,105
"1054","105",0.665,0.855,0.997,0.999,0.999,0.083,0.334,0.875,0.982,0.998,0.008,0.037,0.574,0.867,0.984,105
"1055","105",0.638,0.876,0.995,0.998,1,0.07,0.29,0.868,0.97,1,0.001,0.049,0.563,0.884,0.977,105
"1056","105",0.674,0.884,0.994,0.998,1,0.108,0.34,0.871,0.979,0.996,0.003,0.048,0.579,0.877,0.983,105
"1057","105",0.641,0.86,0.993,0.999,1,0.104,0.297,0.876,0.984,1,0.005,0.062,0.539,0.857,0.976,105
"1058","105",0.658,0.842,0.995,1,1,0.088,0.285,0.9,0.985,0.998,0.003,0.053,0.534,0.864,0.976,105
"1059","105",0.655,0.867,0.996,1,1,0.08,0.301,0.9,0.973,0.999,0.004,0.046,0.547,0.862,0.988,105
"1060","105",0.643,0.857,0.992,1,0.999,0.078,0.327,0.869,0.978,0.998,0.006,0.055,0.564,0.848,0.988,105
"1061","106",0.648,0.87,0.991,1,1,0.079,0.322,0.876,0.983,1,0.004,0.057,0.55,0.856,0.982,106
"1062","106",0.649,0.866,0.994,1,1,0.085,0.33,0.883,0.987,0.999,0.005,0.053,0.535,0.861,0.978,106
"1063","106",0.645,0.862,0.994,1,1,0.111,0.343,0.893,0.982,1,0.007,0.046,0.572,0.881,0.983,106
"1064","106",0.639,0.853,0.998,1,1,0.091,0.321,0.868,0.985,0.999,0.004,0.052,0.572,0.883,0.982,106
"1065","106",0.634,0.87,0.992,0.999,1,0.091,0.332,0.896,0.971,0.999,0.005,0.048,0.579,0.873,0.987,106
"1066","106",0.646,0.851,0.997,1,1,0.088,0.298,0.869,0.987,0.999,0.006,0.045,0.57,0.853,0.985,106
"1067","106",0.636,0.872,0.992,0.999,1,0.098,0.321,0.887,0.981,0.998,0.009,0.047,0.533,0.854,0.981,106
"1068","106",0.662,0.871,0.994,1,1,0.086,0.321,0.875,0.983,0.999,0.004,0.052,0.554,0.875,0.981,106
"1069","106",0.66,0.845,0.996,1,1,0.1,0.338,0.894,0.975,1,0.005,0.061,0.557,0.86,0.978,106
"1070","106",0.625,0.849,0.995,0.999,1,0.097,0.326,0.887,0.978,1,0.004,0.046,0.572,0.862,0.979,106
"1071","107",0.655,0.875,0.992,0.998,1,0.102,0.321,0.898,0.984,0.998,0.002,0.045,0.55,0.878,0.986,107
"1072","107",0.652,0.876,0.995,0.999,1,0.07,0.323,0.862,0.986,0.999,0.001,0.047,0.592,0.866,0.981,107
"1073","107",0.645,0.872,0.991,1,1,0.081,0.334,0.877,0.985,1,0.003,0.05,0.557,0.89,0.985,107
"1074","107",0.659,0.857,0.996,1,1,0.08,0.327,0.895,0.974,1,0.005,0.05,0.57,0.862,0.985,107
"1075","107",0.641,0.876,0.995,1,1,0.083,0.298,0.904,0.991,1,0.005,0.047,0.584,0.884,0.99,107
"1076","107",0.647,0.87,0.995,0.999,1,0.092,0.343,0.897,0.98,0.999,0.003,0.056,0.566,0.885,0.98,107
"1077","107",0.678,0.854,0.994,0.999,1,0.083,0.345,0.889,0.98,0.997,0.003,0.054,0.576,0.875,0.992,107
