"","Case","Scen_8_1_a","Scen_15_1_a","Scen_38_1_a","Scen_56_1_a","Scen_79_1_a","Scen_8_3_a","Scen_15_3_a","Scen_38_3_a","Scen_56_3_a","Scen_79_3_a","Scen_8_5_a","Scen_15_5_a","Scen_38_5_a","Scen_56_5_a","Scen_79_5_a","Cases_continuous"
"4403","440",0.988,1,1,1,1,0.833,0.991,1,1,1,0.438,0.927,1,1,1,440
"4404","440",0.987,1,1,1,1,0.816,0.985,1,1,1,0.45,0.92,1,1,1,440
"4405","440",0.987,1,1,1,1,0.82,0.993,1,1,1,0.422,0.916,1,1,1,440
"4406","440",0.987,1,1,1,1,0.806,0.99,1,1,1,0.468,0.909,1,1,1,440
"4407","440",0.984,0.999,1,1,1,0.808,0.989,1,1,1,0.448,0.935,1,1,1,440
"4408","440",0.99,1,1,1,1,0.823,0.981,1,1,1,0.455,0.921,1,1,1,440
"4409","440",0.99,1,1,1,1,0.815,0.988,1,1,1,0.444,0.905,1,1,1,440
"4410","440",0.989,1,1,1,1,0.819,0.987,1,1,1,0.455,0.925,1,1,1,440
"4411","441",0.983,1,1,1,1,0.804,0.986,1,1,1,0.425,0.917,1,1,1,441
"4412","441",0.987,1,1,1,1,0.817,0.995,1,1,1,0.418,0.914,1,1,1,441
"4413","441",0.991,1,1,1,1,0.827,0.985,1,1,1,0.461,0.914,1,1,1,441
"4414","441",0.985,0.999,1,1,1,0.827,0.992,1,1,1,0.462,0.925,1,1,1,441
"4415","441",0.993,1,1,1,1,0.813,0.989,1,1,1,0.45,0.912,1,1,1,441
"4416","441",0.988,1,1,1,1,0.826,0.985,1,1,1,0.463,0.919,1,1,1,441
"4417","441",0.995,1,1,1,1,0.814,0.997,1,1,1,0.451,0.912,1,1,1,441
"4418","441",0.991,0.999,1,1,1,0.804,0.989,1,1,1,0.455,0.915,1,1,1,441
"4419","441",0.99,1,1,1,1,0.836,0.993,1,1,1,0.485,0.909,1,1,1,441
"4420","441",0.988,1,1,1,1,0.814,0.991,1,1,1,0.425,0.92,1,1,1,441
"4421","442",0.978,0.998,1,1,1,0.798,0.982,1,1,1,0.449,0.928,1,1,1,442
"4422","442",0.992,0.999,1,1,1,0.812,0.988,1,1,1,0.457,0.927,1,1,1,442
"4423","442",0.982,0.999,1,1,1,0.809,0.988,1,1,1,0.448,0.932,1,1,1,442
"4424","442",0.991,1,1,1,1,0.823,0.989,1,1,1,0.442,0.907,1,1,1,442
"4425","442",0.985,1,1,1,1,0.815,0.99,1,1,1,0.437,0.927,1,1,1,442
"4426","442",0.99,0.999,1,1,1,0.79,0.993,1,1,1,0.464,0.927,1,1,1,442
"4427","442",0.996,0.999,1,1,1,0.802,0.989,1,1,1,0.442,0.917,1,1,1,442
"4428","442",0.99,1,1,1,1,0.817,0.992,1,1,1,0.45,0.903,1,1,1,442
"4429","442",0.984,0.999,1,1,1,0.811,0.991,1,1,1,0.447,0.915,1,1,1,442
"4430","442",0.99,1,1,1,1,0.82,0.991,1,1,1,0.422,0.916,1,1,1,442
"4431","443",0.99,1,1,1,1,0.846,0.984,1,1,1,0.456,0.914,1,1,1,443
"4432","443",0.985,0.999,1,1,1,0.833,0.993,1,1,1,0.476,0.913,1,1,1,443
"4433","443",0.985,1,1,1,1,0.803,0.982,1,1,1,0.454,0.929,1,1,1,443
"4434","443",0.994,1,1,1,1,0.836,0.988,1,1,1,0.482,0.938,1,1,1,443
"4435","443",0.99,1,1,1,1,0.835,0.99,1,1,1,0.489,0.914,1,1,1,443
"4436","443",0.993,0.999,1,1,1,0.818,0.991,1,1,1,0.459,0.932,1,1,1,443
"4437","443",0.985,1,1,1,1,0.826,0.991,1,1,1,0.46,0.934,1,1,1,443
"4438","443",0.989,1,1,1,1,0.798,0.99,1,1,1,0.455,0.927,1,1,1,443
"4439","443",0.99,1,1,1,1,0.833,0.99,1,1,1,0.454,0.926,1,1,1,443
"4440","443",0.983,1,1,1,1,0.803,0.985,1,1,1,0.452,0.917,1,1,1,443
"4441","444",0.985,1,1,1,1,0.83,0.994,1,1,1,0.451,0.914,1,1,1,444
"4442","444",0.986,1,1,1,1,0.831,0.992,1,1,1,0.462,0.928,1,1,1,444
"4443","444",0.989,1,1,1,1,0.821,0.987,1,1,1,0.417,0.902,1,1,1,444
"4444","444",0.99,1,1,1,1,0.817,0.985,1,1,1,0.454,0.907,1,1,1,444
"4445","444",0.986,1,1,1,1,0.818,0.991,1,1,1,0.458,0.924,1,1,1,444
"4446","444",0.99,1,1,1,1,0.822,0.994,1,1,1,0.459,0.92,1,1,1,444
"4447","444",0.986,1,1,1,1,0.808,0.993,1,1,1,0.468,0.926,1,1,1,444
"4448","444",0.982,1,1,1,1,0.817,0.987,1,1,1,0.454,0.92,1,1,1,444
"4449","444",0.993,0.998,1,1,1,0.807,0.99,1,1,1,0.437,0.913,1,1,1,444
"4450","444",0.991,1,1,1,1,0.807,0.992,1,1,1,0.448,0.926,1,1,1,444
"4451","445",0.985,1,1,1,1,0.837,0.99,1,1,1,0.455,0.914,1,1,1,445
"4452","445",0.982,1,1,1,1,0.838,0.986,1,1,1,0.448,0.93,1,1,1,445
"4453","445",0.99,1,1,1,1,0.811,0.984,1,1,1,0.473,0.927,1,1,1,445
"4454","445",0.988,1,1,1,1,0.8,0.987,1,1,1,0.474,0.925,1,1,1,445
"4455","445",0.99,0.999,1,1,1,0.817,0.989,1,1,1,0.488,0.923,1,1,1,445
"4456","445",0.996,0.999,1,1,1,0.828,0.994,1,1,1,0.456,0.924,1,1,1,445
"4457","445",0.99,1,1,1,1,0.814,0.991,1,1,1,0.443,0.92,1,1,1,445
"4458","445",0.991,1,1,1,1,0.835,0.991,1,1,1,0.437,0.936,1,1,1,445
"4459","445",0.988,0.999,1,1,1,0.812,0.991,1,1,1,0.472,0.908,1,1,1,445
"4460","445",0.988,1,1,1,1,0.795,0.983,1,1,1,0.462,0.908,1,1,1,445
"4461","446",0.991,1,1,1,1,0.835,0.988,1,1,1,0.431,0.918,1,1,1,446
"4462","446",0.988,0.999,1,1,1,0.818,0.994,1,1,1,0.45,0.915,1,1,1,446
"4463","446",0.986,1,1,1,1,0.807,0.993,1,1,1,0.448,0.915,1,1,1,446
"4464","446",0.987,1,1,1,1,0.834,0.99,1,1,1,0.473,0.92,1,1,1,446
"4465","446",0.989,0.999,1,1,1,0.815,0.989,1,1,1,0.48,0.936,1,1,1,446
"4466","446",0.984,1,1,1,1,0.817,0.996,1,1,1,0.444,0.921,1,1,1,446
"4467","446",0.987,1,1,1,1,0.808,0.992,1,1,1,0.454,0.93,1,1,1,446
"4468","446",0.986,0.999,1,1,1,0.819,0.991,1,1,1,0.459,0.91,1,1,1,446
"4469","446",0.992,1,1,1,1,0.815,0.993,1,1,1,0.443,0.922,1,1,1,446
"4470","446",0.989,1,1,1,1,0.827,0.987,1,1,1,0.465,0.934,1,1,1,446
"4471","447",0.982,0.999,1,1,1,0.817,0.988,1,1,1,0.46,0.927,1,1,1,447
"4472","447",0.989,0.998,1,1,1,0.835,0.987,1,1,1,0.456,0.932,1,1,1,447
"4473","447",0.99,1,1,1,1,0.84,0.987,1,1,1,0.456,0.921,1,1,1,447
"4474","447",0.985,1,1,1,1,0.84,0.988,1,1,1,0.454,0.923,1,1,1,447
"4475","447",0.988,1,1,1,1,0.825,0.988,1,1,1,0.452,0.933,1,1,1,447
"4476","447",0.987,1,1,1,1,0.84,0.998,1,1,1,0.47,0.917,1,1,1,447
"4477","447",0.99,1,1,1,1,0.79,0.993,1,1,1,0.438,0.924,1,1,1,447
"4478","447",0.99,1,1,1,1,0.826,0.987,1,1,1,0.473,0.909,1,1,1,447
"4479","447",0.984,1,1,1,1,0.816,0.988,1,1,1,0.471,0.929,1,1,1,447
"4480","447",0.986,0.997,1,1,1,0.842,0.991,1,1,1,0.468,0.914,1,1,1,447
"4481","448",0.994,1,1,1,1,0.835,0.991,1,1,1,0.48,0.918,1,1,1,448
"4482","448",0.987,0.999,1,1,1,0.844,0.993,1,1,1,0.469,0.913,1,1,1,448
"4483","448",0.987,1,1,1,1,0.809,0.992,1,1,1,0.454,0.906,1,1,1,448
"4484","448",0.992,0.999,1,1,1,0.811,0.99,1,1,1,0.469,0.916,1,1,1,448
"4485","448",0.989,1,1,1,1,0.817,0.993,1,1,1,0.467,0.92,1,1,1,448
"4486","448",0.986,1,1,1,1,0.818,0.987,1,1,1,0.462,0.914,0.999,1,1,448
"4487","448",0.987,1,1,1,1,0.817,0.985,1,1,1,0.485,0.932,1,1,1,448
"4488","448",0.989,1,1,1,1,0.829,0.989,1,1,1,0.47,0.912,1,1,1,448
"4489","448",0.99,1,1,1,1,0.823,0.991,1,1,1,0.466,0.927,1,1,1,448
"4490","448",0.994,1,1,1,1,0.831,0.99,1,1,1,0.482,0.926,1,1,1,448
"4491","449",0.988,1,1,1,1,0.832,0.991,1,1,1,0.486,0.931,1,1,1,449
"4492","449",0.985,1,1,1,1,0.816,0.994,1,1,1,0.473,0.92,1,1,1,449
"4493","449",0.988,1,1,1,1,0.815,0.99,1,1,1,0.456,0.924,1,1,1,449
"4494","449",0.983,1,1,1,1,0.826,0.994,1,1,1,0.474,0.937,1,1,1,449
"4495","449",0.995,0.999,1,1,1,0.818,0.987,1,1,1,0.482,0.924,1,1,1,449
"4496","449",0.991,1,1,1,1,0.839,0.984,1,1,1,0.484,0.925,1,1,1,449
"4497","449",0.986,0.999,1,1,1,0.825,0.991,1,1,1,0.476,0.93,1,1,1,449
"4498","449",0.989,1,1,1,1,0.841,0.992,1,1,1,0.474,0.928,1,1,1,449
"4499","449",0.99,1,1,1,1,0.837,0.991,1,1,1,0.476,0.91,1,1,1,449
"4500","449",0.986,1,1,1,1,0.816,0.992,1,1,1,0.474,0.923,1,1,1,449
"4501","450",0.991,0.999,1,1,1,0.83,0.993,1,1,1,0.468,0.928,1,1,1,450
"4502","450",0.989,1,1,1,1,0.833,0.992,1,1,1,0.451,0.933,1,1,1,450
"4503","450",0.989,1,1,1,1,0.823,0.988,1,1,1,0.47,0.919,1,1,1,450
"4504","450",0.983,1,1,1,1,0.846,0.991,1,1,1,0.447,0.925,1,1,1,450
"4505","450",0.989,1,1,1,1,0.843,0.989,1,1,1,0.454,0.928,1,1,1,450
"4506","450",0.996,1,1,1,1,0.835,0.992,1,1,1,0.479,0.918,1,1,1,450
"4507","450",0.991,1,1,1,1,0.83,0.992,1,1,1,0.479,0.928,1,1,1,450
"4508","450",0.99,1,1,1,1,0.82,0.994,1,1,1,0.439,0.919,1,1,1,450
"4509","450",0.992,1,1,1,1,0.81,0.992,1,1,1,0.494,0.937,1,1,1,450
"4510","450",0.985,1,1,1,1,0.832,0.99,1,1,1,0.477,0.94,1,1,1,450
"4511","451",0.989,1,1,1,1,0.805,0.991,1,1,1,0.482,0.917,1,1,1,451
"4512","451",0.984,1,1,1,1,0.848,0.991,1,1,1,0.477,0.929,1,1,1,451
"4513","451",0.992,1,1,1,1,0.839,0.985,1,1,1,0.465,0.938,1,1,1,451
"4514","451",0.993,1,1,1,1,0.817,0.993,1,1,1,0.459,0.918,1,1,1,451
"4515","451",0.991,1,1,1,1,0.834,0.992,1,1,1,0.477,0.943,1,1,1,451
"4516","451",0.989,0.999,1,1,1,0.82,0.991,1,1,1,0.473,0.931,1,1,1,451
"4517","451",0.986,1,1,1,1,0.823,0.995,1,1,1,0.462,0.921,1,1,1,451
"4518","451",0.99,1,1,1,1,0.813,0.99,1,1,1,0.471,0.93,1,1,1,451
"4519","451",0.989,1,1,1,1,0.833,0.989,1,1,1,0.464,0.929,1,1,1,451
"4520","451",0.993,1,1,1,1,0.826,0.992,1,1,1,0.495,0.934,1,1,1,451
"4521","452",0.988,1,1,1,1,0.824,0.99,1,1,1,0.483,0.924,1,1,1,452
"4522","452",0.989,0.999,1,1,1,0.843,0.988,1,1,1,0.478,0.918,1,1,1,452
"4523","452",0.989,0.999,1,1,1,0.816,0.994,1,1,1,0.46,0.937,1,1,1,452
"4524","452",0.985,1,1,1,1,0.816,0.992,1,1,1,0.486,0.939,1,1,1,452
"4525","452",0.99,1,1,1,1,0.81,0.994,1,1,1,0.479,0.918,1,1,1,452
"4526","452",0.989,1,1,1,1,0.845,0.996,1,1,1,0.466,0.943,1,1,1,452
"4527","452",0.989,1,1,1,1,0.819,0.987,1,1,1,0.469,0.926,1,1,1,452
"4528","452",0.992,1,1,1,1,0.849,0.989,1,1,1,0.477,0.932,1,1,1,452
"4529","452",0.991,1,1,1,1,0.834,0.99,1,1,1,0.474,0.928,1,1,1,452
"4530","452",0.982,1,1,1,1,0.83,0.989,1,1,1,0.477,0.912,1,1,1,452
"4531","453",0.992,1,1,1,1,0.821,0.992,1,1,1,0.482,0.94,1,1,1,453
"4532","453",0.993,1,1,1,1,0.845,0.988,1,1,1,0.462,0.943,1,1,1,453
"4533","453",0.99,1,1,1,1,0.827,0.993,1,1,1,0.48,0.929,1,1,1,453
"4534","453",0.986,0.999,1,1,1,0.818,0.987,1,1,1,0.473,0.934,1,1,1,453
"4535","453",0.985,1,1,1,1,0.827,0.996,1,1,1,0.448,0.929,1,1,1,453
"4536","453",0.988,1,1,1,1,0.819,0.989,1,1,1,0.472,0.927,1,1,1,453
"4537","453",0.994,1,1,1,1,0.834,0.988,1,1,1,0.463,0.931,1,1,1,453
"4538","453",0.993,0.999,1,1,1,0.85,0.988,1,1,1,0.456,0.939,1,1,1,453
"4539","453",0.986,1,1,1,1,0.83,0.988,1,1,1,0.49,0.935,1,1,1,453
"4540","453",0.982,1,1,1,1,0.809,0.99,1,1,1,0.466,0.944,1,1,1,453
"4541","454",0.991,1,1,1,1,0.817,0.994,1,1,1,0.477,0.922,1,1,1,454
"4542","454",0.988,1,1,1,1,0.84,0.992,1,1,1,0.488,0.929,1,1,1,454
"4543","454",0.988,1,1,1,1,0.832,0.986,1,1,1,0.483,0.95,1,1,1,454
"4544","454",0.997,1,1,1,1,0.834,0.987,1,1,1,0.468,0.921,1,1,1,454
"4545","454",0.99,1,1,1,1,0.847,0.988,1,1,1,0.503,0.924,1,1,1,454
"4546","454",0.99,1,1,1,1,0.833,0.988,1,1,1,0.465,0.938,1,1,1,454
"4547","454",0.99,1,1,1,1,0.819,0.992,1,1,1,0.473,0.936,1,1,1,454
"4548","454",0.993,1,1,1,1,0.828,0.993,1,1,1,0.468,0.933,1,1,1,454
"4549","454",0.99,1,1,1,1,0.831,0.986,1,1,1,0.483,0.924,1,1,1,454
"4550","454",0.99,1,1,1,1,0.829,0.991,1,1,1,0.486,0.931,1,1,1,454
"4551","455",0.991,1,1,1,1,0.831,0.991,1,1,1,0.488,0.941,1,1,1,455
"4552","455",0.993,0.999,1,1,1,0.834,0.989,1,1,1,0.457,0.933,1,1,1,455
"4553","455",0.984,1,1,1,1,0.863,0.991,1,1,1,0.485,0.92,1,1,1,455
"4554","455",0.985,0.999,1,1,1,0.837,0.99,1,1,1,0.459,0.928,1,1,1,455
"4555","455",0.989,1,1,1,1,0.831,0.989,1,1,1,0.469,0.95,1,1,1,455
"4556","455",0.987,1,1,1,1,0.825,0.99,1,1,1,0.466,0.926,1,1,1,455
"4557","455",0.993,1,1,1,1,0.833,0.99,1,1,1,0.49,0.925,1,1,1,455
"4558","455",0.991,1,1,1,1,0.829,0.996,1,1,1,0.473,0.921,1,1,1,455
"4559","455",0.992,1,1,1,1,0.833,0.988,1,1,1,0.468,0.917,1,1,1,455
"4560","455",0.992,1,1,1,1,0.835,0.986,1,1,1,0.484,0.917,1,1,1,455
"4561","456",0.988,1,1,1,1,0.829,0.991,1,1,1,0.502,0.933,1,1,1,456
"4562","456",0.989,0.999,1,1,1,0.842,0.993,1,1,1,0.516,0.924,1,1,1,456
"4563","456",0.986,0.999,1,1,1,0.813,0.994,1,1,1,0.458,0.935,1,1,1,456
"4564","456",0.991,1,1,1,1,0.827,0.995,1,1,1,0.483,0.922,1,1,1,456
"4565","456",0.991,1,1,1,1,0.837,0.99,1,1,1,0.459,0.929,1,1,1,456
"4566","456",0.991,1,1,1,1,0.818,0.992,1,1,1,0.481,0.942,1,1,1,456
"4567","456",0.996,1,1,1,1,0.832,0.988,1,1,1,0.472,0.914,1,1,1,456
"4568","456",0.991,1,1,1,1,0.824,0.997,1,1,1,0.466,0.926,1,1,1,456
"4569","456",0.986,1,1,1,1,0.838,0.993,1,1,1,0.481,0.925,1,1,1,456
"4570","456",0.994,1,1,1,1,0.825,0.992,1,1,1,0.492,0.928,1,1,1,456
"4571","457",0.992,1,1,1,1,0.841,0.99,1,1,1,0.476,0.936,1,1,1,457
"4572","457",0.99,1,1,1,1,0.825,0.987,1,1,1,0.472,0.932,1,1,1,457
"4573","457",0.989,1,1,1,1,0.828,0.991,1,1,1,0.49,0.935,1,1,1,457
"4574","457",0.987,1,1,1,1,0.834,0.992,1,1,1,0.458,0.928,1,1,1,457
"4575","457",0.99,1,1,1,1,0.837,0.995,1,1,1,0.499,0.926,1,1,1,457
"4576","457",0.989,1,1,1,1,0.83,0.995,1,1,1,0.458,0.93,1,1,1,457
"4577","457",0.988,1,1,1,1,0.832,0.992,1,1,1,0.466,0.928,1,1,1,457
"4578","457",0.995,1,1,1,1,0.834,0.991,1,1,1,0.489,0.936,1,1,1,457
"4579","457",0.987,1,1,1,1,0.824,0.994,1,1,1,0.466,0.942,1,1,1,457
"4580","457",0.989,1,1,1,1,0.837,0.992,1,1,1,0.494,0.92,1,1,1,457
"4581","458",0.991,1,1,1,1,0.84,0.994,1,1,1,0.462,0.938,1,1,1,458
"4582","458",0.991,1,1,1,1,0.828,0.993,1,1,1,0.489,0.946,1,1,1,458
"4583","458",0.989,1,1,1,1,0.817,0.989,1,1,1,0.456,0.923,1,1,1,458
"4584","458",0.988,0.999,1,1,1,0.814,0.987,1,1,1,0.477,0.925,1,1,1,458
"4585","458",0.986,1,1,1,1,0.845,0.994,1,1,1,0.478,0.935,1,1,1,458
"4586","458",0.989,1,1,1,1,0.851,0.989,1,1,1,0.483,0.945,1,1,1,458
"4587","458",0.995,1,1,1,1,0.83,0.995,1,1,1,0.49,0.925,1,1,1,458
"4588","458",0.987,1,1,1,1,0.839,0.99,1,1,1,0.448,0.954,1,1,1,458
"4589","458",0.987,1,1,1,1,0.853,0.991,1,1,1,0.492,0.932,1,1,1,458
"4590","458",0.991,1,1,1,1,0.829,0.994,1,1,1,0.499,0.923,1,1,1,458
"4591","459",0.988,0.998,1,1,1,0.834,0.991,1,1,1,0.508,0.943,1,1,1,459
"4592","459",0.997,1,1,1,1,0.829,0.994,1,1,1,0.47,0.921,1,1,1,459
"4593","459",0.986,1,1,1,1,0.836,0.985,1,1,1,0.505,0.942,1,1,1,459
"4594","459",0.99,1,1,1,1,0.81,0.996,1,1,1,0.486,0.935,1,1,1,459
"4595","459",0.987,1,1,1,1,0.815,0.996,1,1,1,0.48,0.951,1,1,1,459
"4596","459",0.99,1,1,1,1,0.856,0.994,1,1,1,0.465,0.921,1,1,1,459
"4597","459",0.997,1,1,1,1,0.838,0.988,1,1,1,0.454,0.928,1,1,1,459
"4598","459",0.988,1,1,1,1,0.825,0.995,1,1,1,0.512,0.94,1,1,1,459
"4599","459",0.991,0.999,1,1,1,0.855,0.992,1,1,1,0.49,0.931,1,1,1,459
"4600","459",0.992,0.999,1,1,1,0.829,0.996,1,1,1,0.49,0.92,1,1,1,459
"4601","460",0.99,1,1,1,1,0.837,0.994,1,1,1,0.486,0.938,1,1,1,460
"4602","460",0.992,1,1,1,1,0.839,0.988,1,1,1,0.501,0.931,1,1,1,460
"4603","460",0.995,1,1,1,1,0.825,0.989,1,1,1,0.509,0.931,1,1,1,460
"4604","460",0.993,0.999,1,1,1,0.842,0.992,1,1,1,0.476,0.93,1,1,1,460
"4605","460",0.981,0.999,1,1,1,0.824,0.988,1,1,1,0.487,0.927,1,1,1,460
"4606","460",0.989,1,1,1,1,0.839,0.994,1,1,1,0.473,0.918,1,1,1,460
"4607","460",0.99,1,1,1,1,0.84,0.995,1,1,1,0.48,0.931,1,1,1,460
"4608","460",0.987,1,1,1,1,0.816,0.994,1,1,1,0.494,0.924,1,1,1,460
"4609","460",0.995,1,1,1,1,0.843,0.988,1,1,1,0.494,0.913,1,1,1,460
"4610","460",0.992,1,1,1,1,0.82,0.994,1,1,1,0.459,0.943,1,1,1,460
"4611","461",0.988,1,1,1,1,0.837,0.991,1,1,1,0.456,0.939,1,1,1,461
"4612","461",0.987,0.999,1,1,1,0.837,0.995,1,1,1,0.503,0.936,1,1,1,461
"4613","461",0.986,1,1,1,1,0.837,0.992,1,1,1,0.446,0.915,1,1,1,461
"4614","461",0.988,1,1,1,1,0.819,0.994,1,1,1,0.479,0.931,1,1,1,461
"4615","461",0.984,1,1,1,1,0.813,0.989,1,1,1,0.498,0.947,1,1,1,461
"4616","461",0.99,1,1,1,1,0.841,0.992,1,1,1,0.48,0.918,1,1,1,461
"4617","461",0.987,1,1,1,1,0.84,0.989,1,1,1,0.504,0.92,1,1,1,461
"4618","461",0.993,0.999,1,1,1,0.838,0.994,1,1,1,0.494,0.931,1,1,1,461
"4619","461",0.991,1,1,1,1,0.843,0.997,1,1,1,0.473,0.926,1,1,1,461
"4620","461",0.991,1,1,1,1,0.83,0.989,1,1,1,0.474,0.939,1,1,1,461
"4621","462",0.993,1,1,1,1,0.828,0.995,1,1,1,0.487,0.913,1,1,1,462
"4622","462",0.989,1,1,1,1,0.84,0.992,1,1,1,0.48,0.933,1,1,1,462
"4623","462",0.993,1,1,1,1,0.841,0.991,1,1,1,0.465,0.936,1,1,1,462
"4624","462",0.987,1,1,1,1,0.865,0.992,1,1,1,0.478,0.927,1,1,1,462
"4625","462",0.987,1,1,1,1,0.846,0.993,1,1,1,0.498,0.931,1,1,1,462
"4626","462",0.993,1,1,1,1,0.852,0.993,1,1,1,0.489,0.95,1,1,1,462
"4627","462",0.991,1,1,1,1,0.848,0.994,1,1,1,0.459,0.938,1,1,1,462
"4628","462",0.99,0.999,1,1,1,0.828,0.989,1,1,1,0.477,0.93,1,1,1,462
"4629","462",0.989,1,1,1,1,0.842,0.991,1,1,1,0.472,0.929,1,1,1,462
"4630","462",0.991,1,1,1,1,0.855,0.984,1,1,1,0.49,0.918,1,1,1,462
"4631","463",0.989,1,1,1,1,0.851,0.991,1,1,1,0.502,0.937,1,1,1,463
"4632","463",0.988,1,1,1,1,0.824,0.99,1,1,1,0.521,0.94,1,1,1,463
"4633","463",0.989,1,1,1,1,0.845,0.994,1,1,1,0.495,0.938,1,1,1,463
"4634","463",0.992,1,1,1,1,0.839,0.993,1,1,1,0.485,0.93,1,1,1,463
"4635","463",0.991,1,1,1,1,0.842,0.997,1,1,1,0.519,0.932,1,1,1,463
"4636","463",0.993,1,1,1,1,0.841,0.999,1,1,1,0.494,0.936,1,1,1,463
"4637","463",0.994,1,1,1,1,0.839,0.993,1,1,1,0.508,0.941,1,1,1,463
"4638","463",0.995,1,1,1,1,0.852,0.994,1,1,1,0.513,0.94,1,1,1,463
"4639","463",0.992,1,1,1,1,0.849,0.993,1,1,1,0.487,0.935,1,1,1,463
"4640","463",0.992,1,1,1,1,0.847,0.992,1,1,1,0.51,0.918,1,1,1,463
"4641","464",0.993,1,1,1,1,0.849,0.995,1,1,1,0.49,0.928,1,1,1,464
"4642","464",0.993,1,1,1,1,0.862,0.993,1,1,1,0.475,0.934,1,1,1,464
"4643","464",0.994,1,1,1,1,0.831,0.99,1,1,1,0.486,0.922,1,1,1,464
"4644","464",0.992,1,1,1,1,0.822,0.99,1,1,1,0.502,0.934,1,1,1,464
"4645","464",0.991,1,1,1,1,0.838,0.996,1,1,1,0.499,0.918,1,1,1,464
"4646","464",0.99,1,1,1,1,0.828,0.995,1,1,1,0.504,0.929,1,1,1,464
"4647","464",0.99,1,1,1,1,0.848,0.994,1,1,1,0.487,0.94,1,1,1,464
"4648","464",0.992,0.999,1,1,1,0.855,0.987,1,1,1,0.496,0.932,1,1,1,464
"4649","464",0.995,1,1,1,1,0.84,0.992,1,1,1,0.479,0.937,1,1,1,464
"4650","464",0.988,1,1,1,1,0.837,0.993,1,1,1,0.496,0.914,1,1,1,464
"4651","465",0.994,0.999,1,1,1,0.841,0.995,1,1,1,0.488,0.942,1,1,1,465
"4652","465",0.988,1,1,1,1,0.85,0.993,1,1,1,0.483,0.945,1,1,1,465
"4653","465",0.994,1,1,1,1,0.838,0.995,1,1,1,0.492,0.956,1,1,1,465
"4654","465",0.99,1,1,1,1,0.865,0.989,1,1,1,0.502,0.938,1,1,1,465
"4655","465",0.992,1,1,1,1,0.844,0.99,1,1,1,0.531,0.945,1,1,1,465
"4656","465",0.993,1,1,1,1,0.845,0.992,1,1,1,0.488,0.94,1,1,1,465
"4657","465",0.989,1,1,1,1,0.856,0.987,1,1,1,0.498,0.934,1,1,1,465
"4658","465",0.987,1,1,1,1,0.851,0.991,1,1,1,0.496,0.94,1,1,1,465
"4659","465",0.992,1,1,1,1,0.852,0.984,1,1,1,0.496,0.93,1,1,1,465
"4660","465",0.993,1,1,1,1,0.847,0.988,1,1,1,0.494,0.943,1,1,1,465
"4661","466",0.991,1,1,1,1,0.841,0.99,1,1,1,0.503,0.928,1,1,1,466
"4662","466",0.991,1,1,1,1,0.851,0.992,1,1,1,0.506,0.925,1,1,1,466
"4663","466",0.99,1,1,1,1,0.844,0.998,1,1,1,0.5,0.937,1,1,1,466
"4664","466",0.99,1,1,1,1,0.836,0.995,1,1,1,0.498,0.949,1,1,1,466
"4665","466",0.994,0.998,1,1,1,0.836,0.99,1,1,1,0.499,0.928,1,1,1,466
"4666","466",0.993,1,1,1,1,0.836,0.992,1,1,1,0.495,0.929,1,1,1,466
"4667","466",0.991,1,1,1,1,0.821,0.992,1,1,1,0.482,0.94,1,1,1,466
"4668","466",0.992,1,1,1,1,0.846,0.992,1,1,1,0.498,0.935,1,1,1,466
"4669","466",0.991,0.999,1,1,1,0.861,0.994,1,1,1,0.497,0.937,1,1,1,466
"4670","466",0.998,1,1,1,1,0.847,0.99,1,1,1,0.472,0.931,1,1,1,466
"4671","467",0.991,0.999,1,1,1,0.836,0.988,1,1,1,0.513,0.934,1,1,1,467
"4672","467",0.988,1,1,1,1,0.848,0.986,1,1,1,0.525,0.939,1,1,1,467
"4673","467",0.987,1,1,1,1,0.858,0.988,1,1,1,0.502,0.951,1,1,1,467
"4674","467",0.99,1,1,1,1,0.861,0.996,1,1,1,0.503,0.927,1,1,1,467
"4675","467",0.988,1,1,1,1,0.859,0.996,1,1,1,0.456,0.928,1,1,1,467
"4676","467",0.992,1,1,1,1,0.817,0.996,1,1,1,0.493,0.928,1,1,1,467
"4677","467",0.992,0.999,1,1,1,0.865,0.995,1,1,1,0.482,0.932,1,1,1,467
"4678","467",0.992,1,1,1,1,0.851,0.994,1,1,1,0.489,0.941,1,1,1,467
"4679","467",0.993,0.999,1,1,1,0.847,0.995,1,1,1,0.53,0.935,1,1,1,467
"4680","467",0.988,1,1,1,1,0.839,0.992,1,1,1,0.527,0.93,1,1,1,467
"4681","468",0.994,1,1,1,1,0.842,0.992,1,1,1,0.522,0.937,1,1,1,468
"4682","468",0.995,1,1,1,1,0.853,0.992,1,1,1,0.513,0.922,1,1,1,468
"4683","468",0.986,1,1,1,1,0.844,0.991,1,1,1,0.509,0.94,1,1,1,468
"4684","468",0.994,0.999,1,1,1,0.857,0.995,1,1,1,0.508,0.926,1,1,1,468
"4685","468",0.992,1,1,1,1,0.837,0.992,1,1,1,0.506,0.926,1,1,1,468
"4686","468",0.989,1,1,1,1,0.848,0.984,1,1,1,0.505,0.943,1,1,1,468
"4687","468",0.991,1,1,1,1,0.845,0.992,1,1,1,0.483,0.947,1,1,1,468
"4688","468",0.994,1,1,1,1,0.844,0.987,1,1,1,0.507,0.942,1,1,1,468
